Page path,Session default channel group,Key events
/contacts2/event-contacts/kasper-thim/,Organic Search,0
/contacts2/event-contacts/klara-gullstrom/,Direct,0
/contacts2/event-contacts/klara-gullstrom/,Organic Search,0
/contacts2/event-contacts/lisa-abrahamsson-marcom/,Organic Search,0
/contacts2/event-contacts/louise-bengtsson/,Organic Search,0
/contacts2/event-contacts/louise-soderlind/,Organic Search,0
/contacts2/event-contacts/ludwig-honk/,Organic Search,0
/contacts2/event-contacts/marcus-persson/,Organic Search,0
/contacts2/event-contacts/martin-ekberg-advisory/,Direct,0
/contacts2/event-contacts/martin-ekberg-advisory/,Organic Search,0
/contacts2/event-contacts/max-sund/,Organic Search,0
/contacts2/event-contacts/mirana-yu/,Organic Search,0
/contacts2/event-contacts/mona-hedenskog/,Referral,0
/contacts2/event-contacts/nathalie-thiel2/,Organic Search,0
/contacts2/event-contacts/nguyen-dang/,Organic Search,0
/contacts2/event-contacts/petty-shi-bio/,Organic Search,0
/contacts2/event-contacts/philip-larizohn/,Organic Search,0
/contacts2/event-contacts/phillip-lim-bio/,Organic Search,0
/contacts2/event-contacts/phillip-lim-bio/,Paid Search,0
/contacts2/event-contacts/robin-roj/,Organic Search,0
/contacts2/event-contacts/rupa-thakrar-bagoon/,Organic Search,0
/contacts2/event-contacts/rupa-thakrar-bagoon/,Referral,0
/contacts2/event-contacts/simon-wessberg/,Organic Search,0
/contacts2/event-contacts/sookyoung-lim/,Organic Search,0
/contacts2/event-contacts/sten-engstrom/,Organic Search,0
/contacts2/event-contacts/therese-klasson/,Organic Search,0
/contacts2/event-contacts/truda-stockenstrom-bio/,Organic Search,0
/contacts2/event-contacts/truda-stockenstrom-bio/,Referral,0
/contacts2/event-contacts/victoria-arzu-lejontatel--bio/,Organic Search,0
/contacts2/event-contacts/vitaliy-tsvyntarnyy/,Direct,0
/contacts2/event-contacts/vitaliy-tsvyntarnyy/,Organic Search,0
/contacts2/event-contacts/vivianne-gillman/,Organic Search,0
/contacts2/event-contacts/vivianne-gillman/,Unassigned,0
/contacts2/event-contacts/yingying-ge/,Organic Search,0
/contacts2/event-contacts/yulia-golubeva/,Organic Search,0
/contacts2/fengi-tai/,Organic Search,0
/contacts2/filip-delden/,Organic Search,0
/contacts2/firman-ardiansyah/,Direct,0
/contacts2/firman-ardiansyah/,Organic Search,0
/contacts2/franca-lippitz/,Organic Search,0
/contacts2/frederic-foerster/,Direct,0
/contacts2/frederic-foerster/,Organic Search,0
/contacts2/frederic-foerster/,Unassigned,0
/contacts2/frida-wengelin/,Direct,0
/contacts2/frida-wengelin/,Organic Search,0
/contacts2/gerard-hunting-tuazon/,Organic Search,0
/contacts2/gustaf-bergstrom/,Cross-network,0
/contacts2/gustaf-bergstrom/,Direct,0
/contacts2/gustaf-bergstrom/,Organic Search,0
/contacts2/gustaf-bergstrom/,Paid Other,0
/contacts2/gustaf-palmer/,Organic Search,0
/contacts2/gustaf-sandegren/,Direct,0
/contacts2/gustaf-sandegren/,Organic Search,0
/contacts2/hakan-jevrell/,Direct,0
/contacts2/hakan-jevrell/,Organic Search,0
/contacts2/hampus-nilzen/,Organic Search,0
/contacts2/hana-buresova/,Organic Search,0
/contacts2/hanna-brasar/,Direct,0
/contacts2/hanna-brasar/,Organic Search,0
/contacts2/hanna-leffler/,Organic Search,0
/contacts2/hans-olov-rauman/,Email,0
/contacts2/hans-olov-rauman/,Organic Search,0
/contacts2/haruki-tsuji/,Direct,0
/contacts2/haruki-tsuji/,Organic Search,0
/contacts2/helena-barrantes-carlsson/,Direct,0
/contacts2/helena-barrantes-carlsson/,Organic Search,0
/contacts2/helena-kohlstrom-ziegel/,Organic Search,0
/contacts2/helpdesk/,Organic Search,0
/contacts2/henrik-zygmunt/,Organic Search,0
/contacts2/henrik-zygmunt/,Unassigned,0
/contacts2/huyen-quan/,Organic Search,0
/contacts2/ida-ortega/,Organic Search,0
/contacts2/industries/consumer-goods-contact/,Direct,0
/contacts2/industries/exportframjandet/food/,Organic Search,0
/contacts2/industries/exportframjandet/new-materials/,Organic Search,0
/contacts2/industries/industrials/jenny-kjellberg/,Direct,0
/contacts2/industries/industrials/jenny-kjellberg/,Organic Search,0
/contacts2/industries/industrials/jenny-kjellberg/,Referral,0
/contacts2/industries/life-science/life-science-contact/,Organic Search,0
/contacts2/jaani-heinonen/,Organic Search,0
/contacts2/jaani-heinonen/,Referral,0
/contacts2/jacob-wibom-westerberg/,Organic Search,0
/contacts2/jaeyeon-lee/,Organic Search,0
/contacts2/jan-larsson/,Direct,0
/contacts2/jan-larsson/,Organic Search,0
/contacts2/jan-larsson/,Paid Search,0
/contacts2/jan-larsson/,Referral,0
/contacts2/jan-larsson/,Unassigned,0
/contacts2/jenny-engstrom/,Organic Search,0
/contacts2/jenny-kjellberg/,Organic Search,0
/contacts2/jenny-kjellgren/,Organic Search,0
/contacts2/jenny-kjellgren/,Unassigned,0
/contacts2/jesper-bernhardsson/,Organic Search,0
/contacts2/jesper-bernhardsson/,Paid Search,0
/contacts2/jessica-connelly/,Direct,0
/contacts2/jessica-connelly/,Organic Search,0
/contacts2/jessica-connelly/,Unassigned,0
/contacts2/jessica-olsson/,Direct,0
/contacts2/jessica-olsson/,Organic Search,0
/contacts2/jessica-olsson/,Referral,0
/contacts2/joakim-abeleen/,Organic Search,0
/contacts2/joakim-abeleen/,Organic Social,0
/contacts2/johan-chun/,Direct,0
/contacts2/johan-chun/,Organic Search,0
/contacts2/johan-holmlund/,Direct,0
/contacts2/johan-holmlund/,Organic Search,0
/contacts2/johan-holmlund/,Paid Social,0
/contacts2/johan-karlberg/,Organic Search,0
/contacts2/johan-karlberg/,Referral,0
/contacts2/johan-lennefalk/,Direct,0
/contacts2/johan-lennefalk/,Organic Search,0
/contacts2/johan-lennefalk/,Organic Social,0
/contacts2/johan-lennefalk/,Unassigned,0
/contacts2/johan-ottosson/,Organic Search,0
/contacts2/johanna-brismar-skoog/,Direct,0
/contacts2/johanna-brismar-skoog/,Organic Search,0
/contacts2/johanna-brismar-skoog/,Referral,0
/contacts2/jonas-thulin/,Organic Search,0
/contacts2/jonas-thulin/,Paid Search,0
/contacts2/jonas-thulin/,Referral,0
/contacts2/jonas-thulin/,Unassigned,0
/contacts2/judy-zhao/,Organic Search,0
/contacts2/jyothishjacob-thelappilly/,Direct,0
/contacts2/jyothishjacob-thelappilly/,Organic Search,0
/contacts2/kacper-pierzynowski/,Direct,0
/contacts2/kacper-pierzynowski/,Organic Search,0
/contacts2/kacper-pierzynowski/,Paid Search,0
/contacts2/kacper-pierzynowski/,Referral,0
/contacts2/kacper-pierzynowski/,Unassigned,0
/contacts2/keith-taylor/,Organic Search,0
/contacts2/ken-chen/,Organic Search,0
/contacts2/kiarie-winfred/,Organic Search,0
/contacts2/klas-arvidsson/,Direct,0
/contacts2/klas-arvidsson/,Organic Search,0
/contacts2/klas-ericson/,Direct,0
/contacts2/klas-ericson/,Organic Search,0
/contacts2/klas-ericson/,Referral,0
/contacts2/kristian-kassabian/,Organic Search,0
/contacts2/kristina-elinder-liljas/,Organic Search,0
/contacts2/kudakwashe-koke/,Direct,0
/contacts2/kudakwashe-koke/,Organic Search,0
/contacts2/leila-trulsen/,Organic Search,0
/contacts2/lethokuhle-dladla/,Organic Search,0
/contacts2/linda-bradley/,Organic Search,0
/contacts2/linda-laszlo-ek/,Organic Search,0
/contacts2/linn-tagesson/,Organic Search,0
/contacts2/linus-nissen/,Organic Search,0
/contacts2/lisa-ostberg/,Organic Search,0
/contacts2/lotta-loosme/,Direct,0
/contacts2/lotta-loosme/,Organic Search,0
/contacts2/lotta-loosme/,Unassigned,0
/contacts2/luciano-benitez/,Direct,0
/contacts2/luciano-benitez/,Organic Search,0
/contacts2/luciano-benitez/,Paid Search,0
/contacts2/luciano-benitez/,Unassigned,0
/contacts2/ludvig-hermansson/,Cross-network,0
/contacts2/ludvig-hermansson/,Direct,0
/contacts2/ludvig-hermansson/,Organic Search,0
/contacts2/ludvig-hermansson/,Unassigned,0
/contacts2/ludvig-hermansson2/,Organic Search,0
/contacts2/luting-fan/,Email,0
/contacts2/luting-fan/,Organic Search,0
/contacts2/madeleine-fries-martinelle/,Organic Search,0
/contacts2/madeleine-fries-martinelle/,Organic Social,0
/contacts2/madeleine-fries-martinelle/,Referral,0
/contacts2/magnus-blondell/,Organic Search,0
/contacts2/magnus-blondell/,Referral,0
/contacts2/maha-bouzeid/,Direct,0
/contacts2/maha-bouzeid/,Organic Search,0
/contacts2/maja-zoric/,Direct,0
/contacts2/maja-zoric/,Organic Search,0
/contacts2/maja-zoric/,Paid Search,0
/contacts2/maja-zoric/,Unassigned,0
/contacts2/maja-zoric2/,Direct,0
/contacts2/maja-zoric2/,Organic Search,0
/contacts2/malin-bensefelt/,Organic Search,0
/contacts2/manuela-stierna/,Organic Search,0
/contacts2/marcus-kuusinen2/,Organic Search,0
/contacts2/marcus-kuusinen2/,Unassigned,0
/contacts2/marcus-petersson/,Organic Search,0
/contacts2/maria-aguirre2/,Organic Search,0
/contacts2/maria-dahlberg/,Organic Search,0
/contacts2/marie-claire-maxwell/,Direct,0
/contacts2/marie-claire-maxwell/,Organic Search,0
/contacts2/marie-claire-maxwell/,Referral,0
/contacts2/martin-ekberg-advisory2/,Organic Search,0
/contacts2/martin-ekberg/,Organic Search,0
/contacts2/martin-glauman/,Organic Search,0
/contacts2/martin-jonsson/,Direct,0
/contacts2/martin-jonsson/,Organic Search,0
/contacts2/martin-jonsson/,Paid Search,0
/contacts2/martin-jonsson/,Referral,0
/contacts2/martin-skoogh/,Organic Search,0
/contacts2/martin-vercouter/,Organic Search,0
/contacts2/martin-vercouter/,Referral,0
/contacts2/massoud-biouki-BIO/,Organic Search,0
/contacts2/massoud-biouki-trade-commissioner-dubai/,Direct,0
/contacts2/massoud-biouki-trade-commissioner-dubai/,Organic Search,0
/contacts2/massoud-biouki-trade-commissioner-dubai/,Unassigned,0
/contacts2/massoud-biouki/,Direct,0
/contacts2/massoud-biouki/,Organic Search,0
/contacts2/massoud-biouki/,Referral,0
/contacts2/mathilda-blume/,Organic Search,0
/contacts2/matilda-laidlaw/,Direct,0
/contacts2/matilda-laidlaw/,Organic Search,0
/contacts2/mats-shore/,Email,0
/contacts2/mats-shore/,Organic Search,0
/contacts2/mattias-dec/,Organic Search,0
/contacts2/mattias-lindgren/,Direct,0
/contacts2/mattias-lindgren/,Organic Search,0
/contacts2/mattias-lindgren/,Referral,0
/contacts2/max-schaaf/,Organic Search,0
/contacts2/mea/kenya/,Organic Search,0
/contacts2/mea/kenya/,Paid Search,0
/contacts2/mea/kenya/,Unassigned,0
/contacts2/mea/morocco/,Organic Search,0
/contacts2/mea/saudi-arabia/,Organic Search,0
/contacts2/mea/saudi-arabia/,Paid Search,0
/contacts2/mea/south-africa/,Organic Search,0
/contacts2/mea/united-arab-emirates/,Direct,0
/contacts2/mea/united-arab-emirates/,Organic Search,0
/contacts2/mea/west-africa/,Direct,0
/contacts2/mea/west-africa/,Organic Search,0
/contacts2/mea/west-africa/,Referral,0
/contacts2/michail-pagounis/,Organic Search,0
/contacts2/michail-pagounis/,Unassigned,0
/contacts2/mikael-johansson/,Direct,0
/contacts2/mikael-johansson/,Organic Search,0
/contacts2/moa-stahlberg/,Organic Search,0
/contacts2/moa-stahlberg/,Unassigned,0
/contacts2/monica-barendse/,Direct,0
/contacts2/monica-barendse/,Organic Search,0
/contacts2/monica-sommarvinge/,Direct,0
/contacts2/monica-sommarvinge/,Organic Search,0
/contacts2/nathalie-thiel/,Organic Search,0
/contacts2/nathalie-thiel/,Paid Search,0
/contacts2/nathalie-thiel/,Referral,0
/contacts2/nebe-almayahi/,Organic Search,0
/contacts2/nicholas-song/,Organic Search,0
/contacts2/niclas-carlsson/,Organic Search,0
/contacts2/niclas-carlsson/,Organic Social,0
/contacts2/nicolas-benkel/,Organic Search,0
/contacts2/nicolas-leon/,Direct,0
/contacts2/nicolas-leon/,Organic Search,0
/contacts2/nicolas-urbina/,Organic Search,0
/contacts2/nicolas-urbina2/,Organic Search,0
/contacts2/nicole-cham/,Organic Search,0
/contacts2/nicole-skoglund/,Organic Search,0
/contacts2/nikki-brandt/,Direct,0
/contacts2/nikki-brandt/,Organic Search,0
/contacts2/niklas-grybe/,Organic Search,0
/contacts2/oleg-zastenker/,Direct,0
/contacts2/oleg-zastenker/,Organic Search,0
/contacts2/olov-hemstrom/,Direct,0
/contacts2/olov-hemstrom/,Organic Search,0
/contacts2/oscar-gustavsson/,Organic Search,0
/contacts2/paul-majeviski/,Organic Search,0
/contacts2/pawan-tahlani/,Organic Search,0
/contacts2/pelle-jacobson/,Organic Search,0
/contacts2/pelle-jacobson/,Unassigned,0
/contacts2/per-jansson/,Organic Search,0
/contacts2/per-porten/,Direct,0
/contacts2/per-porten/,Organic Search,0
/contacts2/peter-ekdahl/,Direct,0
/contacts2/peter-ekdahl/,Organic Search,0
/contacts2/peter-hjertsson/,Organic Search,0
/contacts2/peter-hjertsson2/,Organic Search,0
/contacts2/petter-sund/,Organic Search,0
/contacts2/pezhman-fivrin/,Direct,0
/contacts2/pezhman-fivrin/,Organic Search,0
/contacts2/pezhman-fivrin/,Referral,0
/contacts2/pezhman-fivrin/,Unassigned,0
/contacts2/raouia-khallaayoun/,Organic Search,0
/contacts2/rickard-levin/,Direct,0
/contacts2/rickard-levin/,Organic Search,0
/contacts2/rickard-levin/,Paid Search,0
/contacts2/robert-lof/,Organic Search,0
/contacts2/robert-soderholm/,Organic Search,0
/contacts2/robin-agne/,Organic Search,0
/contacts2/robin-bangs/,Organic Search,0
/contacts2/robin-pettersson/,Email,0
/contacts2/robin-pettersson/,Organic Search,0
/contacts2/robin-pettersson/,Organic Social,0
/contacts2/robin-pettersson/,Unassigned,0
/contacts2/salah-eddine-benkhlafa/,Direct,0
/contacts2/salah-eddine-benkhlafa/,Organic Search,0
/contacts2/samira-grylin-allalou/,Organic Search,0
/contacts2/samira-grylin-allalou/,Referral,0
/contacts2/sara-hedin/,Direct,0
/contacts2/sara-hedin/,Organic Search,0
/contacts2/sara-hedin/,Referral,0
/contacts2/sara-radu/,Direct,0
/contacts2/sara-radu/,Organic Search,0
/contacts2/sara-radu/,Referral,0
/contacts2/sara-radu/,Unassigned,0
/contacts2/simera-negeri/,Organic Search,0
/contacts2/so/,Organic Search,0
/contacts2/sookyoung-lim/,Organic Search,0
/contacts2/sophia-chang/,Organic Search,0
/contacts2/sophia-chang/,Referral,0
/contacts2/sophia-lundberg/,Organic Search,0
/contacts2/sophia-lundberg/,Referral,0
/contacts2/stacey-sit/,Organic Search,0
/contacts2/sten-lindmark/,Organic Search,0
/contacts2/steve-form/,Organic Search,0
/contacts2/susanne-van-rossem/,Organic Search,0
/contacts2/sweden/batuhan-kutlu/,Organic Search,0
/contacts2/sweden/eric-baffoy-bio/,Organic Search,0
/contacts2/sweden/gbd/anders-bohman/,Organic Search,0
/contacts2/sweden/gbd/daniel-westling/,Organic Search,0
/contacts2/sweden/gbd/david-carlsson/,Organic Search,0
/contacts2/sweden/gbd/erik-gropgard/,Organic Search,0
/contacts2/sweden/gbd/gabriella-danielsson/,Organic Search,0
/contacts2/sweden/gbd/helen-ronnholm/,Organic Search,0
/contacts2/sweden/gbd/helen-ronnholm/,Referral,0
/contacts2/sweden/gbd/kaveh-farebrant/,Organic Search,0
/contacts2/sweden/gbd/kaveh-farebrant/,Unassigned,0
/contacts2/sweden/hq/,Organic Search,0
/contacts2/sweden/hq/charlotte-rylme/,Referral,0
/contacts2/sweden/hq/cherif-sayed/,Direct,0
/contacts2/sweden/hq/cherif-sayed/,Organic Search,0
/contacts2/sweden/hq/cherif-sayed/,Unassigned,0
/contacts2/sweden/hq/emma-modeer-wiking/,Direct,0
/contacts2/sweden/hq/emma-modeer-wiking/,Organic Search,0
/contacts2/sweden/hq/emma-modeer-wiking/,Paid Search,0
/contacts2/sweden/hq/hr,Organic Search,0
/contacts2/sweden/hq/hr---general/,Organic Search,0
/contacts2/sweden/hq/hr---general/,Unassigned,0
/contacts2/sweden/hq/hr/,Organic Search,0
/contacts2/sweden/hq/johanna-sabel/,Organic Search,0
/contacts2/sweden/hq/lena-sellgren/,Organic Search,0
/contacts2/sweden/hq/lena-sellgren/,Paid Search,0
/contacts2/sweden/hq/maria-karnerud/,Direct,0
/contacts2/sweden/hq/maria-karnerud/,Organic Search,0
/contacts2/sweden/hq/maria-varnauskas/,Organic Search,0
/contacts2/sweden/hq/olof-hallerman/,Organic Search,0
/contacts2/sweden/hq/olov-hemstrom/,Organic Search,0
/contacts2/sweden/hq/oscar/,Organic Search,0
/contacts2/sweden/hq/stockholm/,Organic Search,0
/contacts2/sweden/hq/sustainability/,Organic Search,0
/contacts2/sweden/hq/ylva-berg/,Direct,0
/contacts2/sweden/hq/ylva-berg/,Organic Search,0
/contacts2/sweden/invest/anders-eliasson/,Organic Search,0
/contacts2/sweden/invest/ann-sofie-johnsson/,Organic Search,0
/contacts2/sweden/invest/anna-hammarberg/,Organic Search,0
/contacts2/sweden/invest/cecilia-leiram/,Organic Search,0
/contacts2/sweden/invest/invest-facilitation---general/,Referral,0
/contacts2/sweden/invest/jaani-heinonen/,Organic Search,0
/contacts2/sweden/invest/klas-ericsson/,Organic Search,0
/contacts2/sweden/invest/klas-ericsson/,Unassigned,0
/contacts2/sweden/invest/niklas-johnsson/,Organic Search,0
/contacts2/sweden/invest/robin-pettersson/,Organic Search,0
/contacts2/sweden/invest/robin-pettersson/,Referral,0
/contacts2/sweden/invest/tomas-sokolnicki/,Organic Search,0
/contacts2/sweden/olivia-eriksson/,Organic Search,0
/contacts2/sweden/regionala-kontakter/andreas-bergeli/,Organic Search,0
/contacts2/sweden/regionala-kontakter/cathrin-damsholt-andersson/,Organic Search,0
/contacts2/sweden/regionala-kontakter/henric-johnson/,Organic Search,0
/contacts2/sweden/regionala-kontakter/kaveh-farebrant/,Organic Search,0
/contacts2/sweden/regionala-kontakter/kaveh-farebrant/,Referral,0
/contacts2/sweden/regionala-kontakter/kristina-kockum/,Organic Search,0
/contacts2/sweden/regionala-kontakter/sme/,Organic Search,0
/contacts2/sweden/simera-negeri/,Organic Search,0
/contacts2/sweden/trade-facilitation/carin-skoglar/,Organic Search,0
/contacts2/sweden/trade-facilitation/helena-kohlstrom-ziegel/,Organic Search,0
/contacts2/sweden/trade-facilitation/yvonne-brycker/,Organic Search,0
/contacts2/therese-dalebrant/,Organic Search,0
/contacts2/thomas-larsen/,Organic Search,0
/contacts2/tiffany-zheng/,Organic Search,0
/contacts2/tomas-korseman/,Direct,0
/contacts2/tomas-korseman/,Organic Search,0
/contacts2/tomas-korseman/,Paid Search,0
/contacts2/tomas-korseman/,Referral,0
/contacts2/truda-stockenstrom/,Organic Search,0
/contacts2/ulf-rudebark/,Organic Search,0
/contacts2/ulf-wennblom/,Organic Search,0
/contacts2/viktor-lindelow/,Organic Search,0
/contacts2/vivia/,Organic Search,0
/contacts2/vlad-mansson/,Direct,0
/contacts2/vlad-mansson/,Organic Search,0
/contacts2/windy-liu/,Organic Search,0
/contacts2/ximena-gasca/,Organic Search,0
/contacts2/yvonne-pernodd/,Direct,0
/contacts2/yvonne-pernodd/,Organic Search,0
/contacts2/zakaria-benabdeljalil-sjoberg/,Organic Search,0
/contentassets,Organic Search,0
/contentassets,Organic Social,0
/contentassets/,Direct,0
/contentassets/,Paid Search,0
/contentassets/3c7f5e1d0f7f4a47a0e6e6e9e8c9d6b9/sustainability-report-sweden-2022.pdf,Organic Search,0
/contentassets/41249a64a,Organic Search,0
/contentassets/41249a64a04e4309b7637b00c526eef8/incentives-guide.pdf.,Direct,0
/contentassets/582cb98533254f61bce11da9af436cf8/tax-relief-for-key-foreign-employees-2024.pdf,Direct,0
/contentassets/7a6b96a896774f6d8a6a7f8a9e9b9b9e/invest-in-sweden-guide.pdf,Direct,0
/contentassets/b034a700d1d64b8b9132cc6203c6f722,Direct,0
"/contentassets/eb7d447314dd4b44ae70e1c5834038eb/global-e-handel-sa-lyckas-du-med-din-exportsatsning.pdf,",Direct,0
/contentassets/f3be340ca8804de2ba5ee112c9b6d970/business-costs-and-prices-of-key-services-2023.pdf​,Direct,0
/cookie-policy/,Cross-network,0
/cookie-policy/,Direct,0
/cookie-policy/,Organic Search,0
/cookie-policy/,Organic Social,0
/cookie-policy/,Paid Search,0
/cookie-policy/,Paid Social,0
/cookie-policy/,Referral,0
/cookie-policy/,Unassigned,0
/cop,Direct,0
/cop,Email,0
/cop,Organic Search,0
/cop,Organic Social,0
/cop,Paid Search,0
/cop,Paid Social,0
/cop,Referral,0
/cop,Unassigned,0
/cop/,Direct,0
/cop/,Organic Search,0
/cop/,Referral,0
/cop/,Unassigned,0
/cop30,Direct,0
/cop30,Paid Search,0
/cop30,Unassigned,0
/de/,Organic Search,0
/dk/,Organic Search,0
/eelerator/,Referral,0
/egi---the-rise-of-brics,Direct,0
/email_invites/287a025e4d4a6d66b56b0818a7ce1dc7/answer/no,Paid Search,0
/email_invites/358741,Direct,0
/email_invites/358743,Paid Search,0
/email_invites/358751,Direct,0
/email_invites/358755,Direct,0
/email_invites/37b0aaeb0d4394030557a72184fa51f0/answer/no,Direct,0
/email_invites/3e24771a98d942f1d8ce344664720f5e/answer/no,Direct,0
/email_invites/4d576f4086da4e8c6bf2f489ef350359/answer/no,Direct,0
/email_invites/500b04cffef6cf343ac2775f7b03441f/answer/no,Direct,0
/en,Direct,0
/en,Organic Search,0
/en,Referral,0
/en/,Direct,0
/en/,Organic Search,0
/en/,Paid Search,0
/en/,Referral,0
/en/business-services/go-global-programmes/leap-prepares-winning-companies-for-sustainable-expansion/,Direct,0
/en/careers/vacant-positions,Direct,0
/en/countries/turkey,Direct,0
/en/do-business-in-sweden/swedish-business-culture/,Direct,0
/en/expandera-globalt/market-expansion/,Organic Search,0
/en/expandera-globalt/sweden---our-offices,Referral,0
/en/germany-ramps-up-transport-upgrades,Referral,0
/en/insights/client-cases/izettle/,Referral,0
/en/insights/reports/,Direct,0
/en/insikter/,Organic Search,0
/en/insikter/focusasia-2024/100-affarsmojligheter-asien/2024/transportation-manila/,Referral,0
/en/insikter/globala-analyser/global-business-climate-survey/,Direct,0
/en/markets/consumer-trends/sweden/,Direct,0
/en/markets/consumer-trends/sweden/2022-consumer-trends/,Direct,0
/en/news/articles/swedish-tech-continues-to-defy-the-economic-downturn/,Direct,0
/en/our-markets/,Direct,0
/en/se/ar/nyheter/queen-of-the-waves-inna-braverman,Direct,0
/en/start/doing-business-in-sweden/tax-and-incentives/,Direct,0
/en/try-swedish/,Organic Search,0
/en/¨,Organic Search,0
/energy-portugal,Direct,0
/eng,Direct,0
/eng,Organic Search,0
/eng/,Direct,0
/eng/,Organic Search,0
/eng/,Paid Search,0
/english,Direct,0
/english,Organic Search,0
"/episerver/CMS/Content/about-us/media/press-releases/press-releases/2025/business-sweden-samlar-tongivande-svenska-livsmedelsforetag-pa-massan-ism-i-koln,,12372/",Organic Search,0
"/episerver/CMS/Content/about-us/media/press-releases/press-releases/2025/sustainable-mining-in-focus-during-business-delegation-to-colombia-and-peru,,12365/",Organic Search,0
"/episerver/CMS/Content/about-us/media/press-releases/press-releases/2025/sustainable-mining-in-focus-during-business-delegation-to-colombia-and-peru,,12365_46581/",Organic Search,0
"/episerver/CMS/Content/about-us/media/press-releases/press-releases/2025/sustainable-mining-in-focus-during-business-delegation-to-colombia-and-peru,,12365_46582/",Organic Search,0
"/episerver/CMS/Content/about-us/sustainability/helpdesk-for-responsible-business-conduct,,12133/",Organic Social,0
"/episerver/CMS/Content/about-us/sustainability/helpdesk-for-responsible-business-conduct,,12133/",Referral,0
"/episerver/CMS/Content/about-us/sustainability/helpdesk-for-responsible-business-conduct2,,11962/",Organic Social,0
"/episerver/CMS/Content/brand--design-guidelines,,5298/",Organic Search,0
"/episerver/CMS/Content/brand--design-guidelines,,5298/",Referral,0
"/episerver/CMS/Content/brand--design-guidelines/logotype,,5369/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden,,12312/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden,,5608/",Direct,0
"/episerver/CMS/Content/campaigns/join-sweden,,5608/",Organic Search,0
"/episerver/CMS/Content/campaigns/join-sweden,,5608/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/contact,,5618/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/energy,,6804/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/join-sweden-summit-2025,,5616/",Direct,0
"/episerver/CMS/Content/campaigns/join-sweden/join-sweden-summit-2025,,5616/",Organic Search,0
"/episerver/CMS/Content/campaigns/join-sweden/join-sweden-summit-2025,,5616/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/partners,,7206/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/seven-key-industry-areas-one-goal,,6801/",Organic Search,0
"/episerver/CMS/Content/campaigns/join-sweden/seven-key-industry-areas-one-goal,,6801/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/transport,,6808/",Referral,0
"/episerver/CMS/Content/campaigns/join-sweden/why-sweden-why-now,,5617/",Organic Search,0
"/episerver/CMS/Content/campaigns/join-sweden2,,12312/",Referral,0
"/episerver/CMS/Content/contentassets/65fd9b5372f84be49900ff4760cee2c1,,5304/",Referral,0
"/episerver/CMS/Content/contentassets/952963ac13014431bfc10ce2920ce754,,12315/",Referral,0
"/episerver/CMS/Content/contentassets/952963ac13014431bfc10ce2920ce754,,12316/",Referral,0
"/episerver/CMS/Content/contentassets/952963ac13014431bfc10ce2920ce754,,12318/",Referral,0
"/episerver/CMS/Content/contentassets/952963ac13014431bfc10ce2920ce754,,12320/",Referral,0
"/episerver/CMS/Content/contentassets/952963ac13014431bfc10ce2920ce754,,12320_46693/",Referral,0
"/episerver/CMS/Content/contentassets/9b050f127d9141acbd8f4eeb00e11287,,6803/",Organic Search,0
"/episerver/CMS/Content/contentassets/a9affb246efe453494a0082d149d8d77,,5610/",Organic Search,0
"/episerver/CMS/Content/contentassets/a9affb246efe453494a0082d149d8d77,,5611/",Organic Search,0
"/episerver/CMS/Content/contentassets/e13160fe497d4802936f94a912098e1e,,12250/",Referral,0
"/episerver/CMS/Content/expand-globally/markets/americas/mexico,,104_46429/",Referral,0
"/episerver/CMS/Content/forms/contact-form,,307/",Referral,0
"/episerver/CMS/Content/globalassets/about-us/sustainability/helpdesk,,12135_45904/",Organic Social,0
"/episerver/CMS/Content/industries/consumer-goods/scale-us,,11682_45913/",Referral,0
"/episerver/CMS/Content/industries/transport,,11325/",Referral,0
"/episerver/CMS/Content/insights,,107/",Direct,0
"/episerver/CMS/Content/insights/articles/building-resilience-in-west-africa,,12208/",Referral,0
"/episerver/CMS/Content/insights/articles/chinas-demographic-shift-a-catalyst-for-economic-transformation,,12240/",Referral,0
"/episerver/CMS/Content/insights/calendar/2025/ces-2025,,12004/",Referral,0
"/episerver/CMS/Content/insights/calendar/2025/fmf,,11998/",Referral,0
"/episerver/CMS/Content/insights/calendar/2025/laad-2025,,11991/",Referral,0
"/episerver/CMS/Content/insights/calendar/2025/mwc-mobile-world-congress,,11993/",Direct,0
"/episerver/CMS/Content/insights/calendar/2025/mwc-mobile-world-congress,,11993/",Referral,0
"/episerver/CMS/Content/insights/calendar/2025/mwc-mobile-world-congress,,11993_45119/",Direct,0
"/episerver/CMS/Content/insights/calendar/2025/mwc-mobile-world-congress,,11993_45984/",Direct,0
"/episerver/CMS/Content/insights/calendar/2025/navigating-asias-giants-opportunities-and-challenges-in-india-and-china,,12358/",Referral,0
"/episerver/CMS/Content/insights/calendar/2025/navigating-asias-giants-opportunities-and-challenges-in-india-and-china,,12358_46455/",Referral,0
